id,usuario,mensaje,usuario_responde,fecha,likes,retweets
1470939445,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-17T06:53:13.943447,788,486
5567816720,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-10T21:44:30.167285,243,210
9573276057,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-14T17:37:42.202527,867,195
9639245200,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-19T16:59:46.608099,640,138
8047877267,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-03T21:29:41.740945,746,227
2867302554,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-12T18:39:41.129067,130,365
4919706735,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-23T14:19:00.723686,43,0
3615507143,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-04T23:12:57.671272,571,331
4274958945,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-15T00:01:23.150357,780,315
9592390865,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-09T09:56:35.486194,770,126
1083651970,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-25T02:48:40.126951,633,354
2320763135,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-02T12:05:10.682427,145,331
5067116918,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-03T05:21:37.823517,925,357
4289233844,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-04T07:59:07.774352,644,202
3361388464,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-07T21:07:31.248593,663,423
6633778586,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-26T19:57:34.302112,54,24
8086172302,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-12T08:55:41.515498,882,225
7517938612,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-04T03:23:00.103212,198,131
1965067727,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-09T18:37:15.647052,33,37
1945826486,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-02T20:13:38.536764,553,313
3710566582,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-06T22:37:35.293632,81,464
4888749350,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-23T07:32:12.680117,52,47
9894264595,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-07T04:16:20.847652,569,379
8168204967,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-06T13:27:55.957704,561,50
3030106617,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-21T08:48:11.875298,818,226
8763140509,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-05T22:37:18.598467,28,406
7146318035,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-11T23:52:53.755941,235,358
4131356954,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-18T11:29:36.891245,585,283
1422701550,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-11T10:49:32.035873,614,315
4700855390,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-07T10:54:29.765742,91,291
2926780541,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-11T22:49:27.875751,172,473
6491309593,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-07T11:37:29.164278,298,139
4965395580,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-12T12:03:43.945246,689,470
3363629219,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-02T07:30:56.116040,958,237
4590711152,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-26T03:39:59.883089,864,293
4645120421,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-05T07:36:31.416018,578,57
7380780055,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-06T13:09:38.121575,806,205
1251837136,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-10T20:05:35.520042,187,402
9526836552,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-07T21:12:59.650264,524,212
7249213370,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-11T23:31:32.848077,738,47
8380507338,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-05T00:26:07.948337,70,288
2274350418,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-26T03:29:16.460225,27,134
3328710672,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-20T09:58:29.472456,472,402
1245522987,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-16T03:55:54.368954,964,267
1676168421,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-25T22:32:50.552078,814,226
1798112150,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-16T10:41:44.869394,240,9
6305160342,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-04T02:41:13.665358,12,279
3553440342,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-17T01:51:47.352812,305,157
7540301973,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-25T06:18:16.569532,362,246
8370987661,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-07T04:41:48.862568,925,479
2699887270,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-18T10:27:01.828810,36,18
6583444930,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-09T04:58:21.031926,229,317
1311570307,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-12T21:30:12.064999,978,238
5278201677,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-02T21:38:24.236814,454,361
2139027119,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-25T05:24:11.604586,526,65
4783282817,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-23T19:46:08.388738,948,459
6882074066,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-05T02:16:24.026573,498,174
8316648259,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-16T21:03:49.910560,139,30
9623534576,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-22T05:02:26.408260,751,325
3849232839,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-25T08:56:09.304497,734,406
5871743247,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-03T23:54:35.688295,640,490
3376077463,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-08T01:40:04.323249,162,475
3597724331,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-19T15:03:32.533298,709,57
7393195616,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-24T12:00:28.024648,674,233
4633987776,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-03T09:30:00.819389,913,449
2188332531,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-01T02:12:32.033925,57,368
4311931853,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-17T12:54:35.196015,158,331
2125089309,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-20T05:46:23.018772,729,188
1041531046,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-02T22:52:31.888035,799,90
4882343658,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-15T03:53:33.346081,385,59
8879525611,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-16T02:53:33.427582,300,220
5931025271,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-04T07:23:46.271796,110,100
6618926823,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-24T08:02:55.451192,81,70
4696689457,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-24T08:00:47.946851,39,347
5736462531,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-21T05:59:52.439481,34,148
4993808565,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-23T10:37:59.726901,819,28
4482238042,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-23T21:06:21.208933,612,72
1106456634,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-20T02:51:57.447433,190,75
9292791081,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-21T19:46:39.219854,94,417
4482141802,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-07T22:12:53.969496,736,361
5759234471,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-23T15:20:37.225527,145,11
8982597239,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-06T18:34:19.438652,21,128
7271954644,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-08T22:07:41.629479,0,385
1977515194,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-01T14:44:33.008631,923,333
6124453431,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-09T12:30:03.910595,292,15
4712367625,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-26T02:21:14.100990,799,471
6493800024,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-17T15:37:52.264073,100,251
7597996327,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-25T09:07:38.129432,755,268
9462806178,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-05T15:14:39.934068,550,116
2140169349,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-03T19:31:57.969923,351,185
7161404428,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-19T21:52:12.049513,12,15
6642201119,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-16T17:39:24.600202,393,224
3196545325,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-10T23:58:10.509811,75,217
3476426797,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-07T14:41:14.570360,947,106
8339176912,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-01T01:03:13.085473,487,147
3880327491,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-10T10:54:11.514072,320,354
4642197907,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-19T16:23:36.637552,682,498
7049001493,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-11T10:41:16.627267,923,482
1546696950,MashiRafael,¡RevivirEcuador empieza ahora! Gracias a todos por el apoyo. #LuisaPresidenta,@LuisaGonzalezEc,2025-01-11T21:55:48.867481,864,401
9333798503,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-18T13:57:23.307355,708,90
4877520294,MashiRafael,"¡Babahoyo tendrá su nuevo hospital! Salud y seguridad son derechos, no privilegios. Con trabajo, capacidad y amor por nuestra gente, seguimos construyendo el país que todos soñamos. ¡Vamos juntos a #RevivirEcuador! 🇪🇨",@LuisaGonzalezEc,2025-01-16T23:27:15.613997,124,144
6587537178,MashiRafael,Nuestro compromiso es con cada ecuatoriano. Seguimos adelante con amor y esperanza. #CambioSeguro,@LuisaGonzalezEc,2025-01-15T05:21:16.869828,372,124
